userid,username,firstname,lastname,city,state,email,phone,likesports,liketheatre,likeconcerts,likejazz,likeclassical,likeopera,likerock,likevegas,likebroadway,likemusicals
7398,EGP,Sue,Stanley,SANTEE,Egyptian,Sue.D.Stanley@dodgit.com,215-844-8027,true,true,true,true,true,true,true,true,true,true
7399,EGP,Jana,Brunswick,NEW PORT RICHEY,Egyptian,Jana.F.Brunswick@pookmail.com,434-812-0585,false,false,false,false,false,false,false,false,false,false
7400,EGP,Edwin,Phaneuf,HOMEWOOD,Egyptian,Edwin.M.Phaneuf@spambob.com,785-299-2242,true,true,true,true,true,true,true,true,true,true
7401,EGP,Marjorie,Malik,O FALLON,Egyptian,Marjorie.N.Malik@pookmail.com,508-219-6151,false,false,false,false,false,false,false,false,false,false
7402,EGP,Lisa,Jackman,FOUNTAIN VALLEY,Egyptian,Lisa.J.Jackman@pookmail.com,901-419-5015,true,true,true,true,true,true,true,true,true,true
7403,EGP,Gary,Smith,WOODSTOWN,Egyptian,Gary.M.Smith@trashymail.com,423-920-4608,false,false,false,false,false,false,false,false,false,false
7404,EGP,Selma,Shea,ORANGE,Egyptian,Selma.K.Shea@dodgit.com,703-948-6954,true,true,true,true,true,true,true,true,true,true
7405,EGP,Theresa,Riddle,LEMMON,Egyptian,Theresa.R.Riddle@trashymail.com,541-296-9553,false,false,false,false,false,false,false,false,false,false
7406,EGP,Tanya,Walsh,UNION,Egyptian,Tanya.E.Walsh@dodgit.com,770-660-6253,true,true,true,true,true,true,true,true,true,true
7407,EGP,Shirley,Cooks,HOUSTON,Egyptian,Shirley.M.Cooks@pookmail.com,662-276-5056,false,false,false,false,false,false,false,false,false,false
7408,EGP,Lance,Cole,WARREN,Egyptian,Lance.S.Cole@spambob.com,707-884-2359,true,true,true,true,true,true,true,true,true,true
7409,EEK,Amber,Davis,EDISON,Estonian,Amber.R.Davis@mailinator.com,865-484-4343,false,false,false,false,false,false,false,false,false,false
7410,EEK,Adam,Sullivan,LUTHERVILLE TIMONIUM,Estonian,Adam.M.Sullivan@spambob.com,202-610-4902,true,true,true,true,true,true,true,true,true,true
7411,EEK,Roland,Ross,ALBANY,Estonian,Roland.S.Ross@mailinator.com,413-279-1854,false,false,false,false,false,false,false,false,false,false
7412,EEK,Armando,Montgomery,AUSTIN,Estonian,Armando.E.Montgomery@trashymail.com,315-638-1667,true,true,true,true,true,true,true,true,true,true
7413,EEK,Mark,Hawkins,PARADISE,Estonian,Mark.M.Hawkins@mailinator.com,828-884-5860,false,false,false,false,false,false,false,false,false,false
7414,EEK,Frances,Anderson,FAYETTEVILLE,Estonian,Frances.L.Anderson@mailinator.com,203-766-7364,true,true,true,true,true,true,true,true,true,true
7415,EEK,Jamie,Long,MOBILE,Estonian,Jamie.J.Long@mailinator.com,508-621-1057,false,false,false,false,false,false,false,false,false,false
7416,EEK,Jessica,Thompson,HUGHESVILLE,Estonian,Jessica.K.Thompson@spambob.com,734-329-7044,true,true,true,true,true,true,true,true,true,true
7417,EEK,Gail,Mitchell,WILLINGBORO,Estonian,Gail.J.Mitchell@mailinator.com,314-773-6595,false,false,false,false,false,false,false,false,false,false
7418,EEK,Zachary,Levasseur,BRIDGEWATER,Estonian,Zachary.D.Levasseur@trashymail.com,765-209-6524,true,true,true,true,true,true,true,true,true,true
7419,EEK,Sylvester,White,LIMERICK,Estonian,Sylvester.A.White@dodgit.com,908-767-3945,false,false,false,false,false,false,false,false,false,false
7420,EEK,Violet,Chau,MAYAGUEZ,Estonian,Violet.W.Chau@trashymail.com,704-819-5877,true,true,true,true,true,true,true,true,true,true
7421,EEK,Tyrone,Arrowood,MANCHESTER,Estonian,Tyrone.J.Arrowood@dodgit.com,925-956-7095,false,false,false,false,false,false,false,false,false,false
7422,EEK,Stuart,Clark,DENNIS,Estonian,Stuart.M.Clark@dodgit.com,616-788-0599,true,true,true,true,true,true,true,true,true,true
7423,EEK,Laura,Howard,SOPCHOPPY,Estonian,Laura.J.Howard@pookmail.com,919-809-7897,false,false,false,false,false,false,false,false,false,false
7424,EEK,Mark,Sewell,ORANGE,Estonian,Mark.J.Sewell@dodgit.com,724-536-1115,true,true,true,true,true,true,true,true,true,true
7425,EEK,Neil,Duncan,CROTON ON HUDSON,Estonian,Neil.I.Duncan@trashymail.com,707-734-0654,false,false,false,false,false,false,false,false,false,false
7426,EEK,Brenda,Nelson,WARWICK,Estonian,Brenda.J.Nelson@mailinator.com,305-269-2901,true,true,true,true,true,true,true,true,true,true
7427,EEK,Keith,Scates,SLOATSBURG,Estonian,Keith.S.Scates@dodgit.com,209-433-6281,false,false,false,false,false,false,false,false,false,false
7428,EEK,Steven,Nunez,LONDON,Estonian,Steven.B.Nunez@trashymail.com,443-770-8077,true,true,true,true,true,true,true,true,true,true
7429,EEK,Carol,Murdock,CONCORD,Estonian,Carol.B.Murdock@mailinator.com,832-594-2776,false,false,false,false,false,false,false,false,false,false
7430,EEK,Matt,Levy,BRIDGETON,Estonian,Matt.N.Levy@dodgit.com,501-334-1589,true,true,true,true,true,true,true,true,true,true
7431,EEK,Wayne,Chill,BOSTON,Estonian,Wayne.M.Chill@trashymail.com,660-525-2891,false,false,false,false,false,false,false,false,false,false
7432,EEK,Larry,Rowland,JOLIET,Estonian,Larry.T.Rowland@dodgit.com,313-219-4149,true,true,true,true,true,true,true,true,true,true
7433,EEK,Matt,Sinclair,WASHINGTON,Estonian,Matt.L.Sinclair@pookmail.com,541-929-6151,false,false,false,false,false,false,false,false,false,false
7434,EEK,Jonathon,Deegan,TUSCUMBIA,Estonian,Jonathon.C.Deegan@mailinator.com,408-452-4063,true,true,true,true,true,true,true,true,true,true
7435,EEK,Gayla,Rodriguez,CATAWBA,Estonian,Gayla.T.Rodriguez@spambob.com,217-374-1460,false,false,false,false,false,false,false,false,false,false
7436,EEK,Norbert,Cady,RUTHERFORDTON,Estonian,Norbert.T.Cady@spambob.com,606-631-4872,true,true,true,true,true,true,true,true,true,true
7437,EEK,Travis,Gibson,CUTLER,Estonian,Travis.E.Gibson@trashymail.com,703-659-3378,false,false,false,false,false,false,false,false,false,false
7438,EEK,Robert,Morrison,PHILADELPHIA,Estonian,Robert.O.Morrison@pookmail.com,774-254-4170,true,true,true,true,true,true,true,true,true,true
7439,EEK,Donny,Brooks,MELVILLE,Estonian,Donny.M.Brooks@dodgit.com,310-237-6930,false,false,false,false,false,false,false,false,false,false
7440,EEK,Eric,Lambert,ARECIBO,Estonian,Eric.R.Lambert@spambob.com,859-343-6191,true,true,true,true,true,true,true,true,true,true
7441,EEK,Doris,Hunter,ST PETERSBURG,Estonian,Doris.J.Hunter@trashymail.com,802-695-8673,false,false,false,false,false,false,false,false,false,false
7442,EEK,Eugene,Hernandez,GEORGETOWN,Estonian,Eugene.M.Hernandez@mailinator.com,361-369-5797,true,true,true,true,true,true,true,true,true,true
7443,EEK,Dana,Garcia,KENT,Estonian,Dana.E.Garcia@trashymail.com,678-521-6046,false,false,false,false,false,false,false,false,false,false
7444,EEK,Brian,Hudspeth,LEE CENTER,Estonian,Brian.J.Hudspeth@mailinator.com,760-347-4493,true,true,true,true,true,true,true,true,true,true
7445,EEK,Robert,Bridge,HOUSTON,Estonian,Robert.D.Bridge@trashymail.com,918-546-5800,false,false,false,false,false,false,false,false,false,false
7446,EEK,Elsie,Little,HASBROUCK HEIGHTS,Estonian,Elsie.S.Little@trashymail.com,617-244-7354,true,true,true,true,true,true,true,true,true,true
7447,EEK,Walter,Dearborn,HACIENDA HTS,Estonian,Walter.T.Dearborn@mailinator.com,303-453-0570,false,false,false,false,false,false,false,false,false,false
7448,EEK,Lester,Fehr,CAROLINA,Estonian,Lester.D.Fehr@mailinator.com,718-853-6450,true,true,true,true,true,true,true,true,true,true
7449,EEK,Dexter,Lane,VALLES MINES,Estonian,Dexter.C.Lane@dodgit.com,423-638-1016,false,false,false,false,false,false,false,false,false,false
7450,EEK,Franklin,Gregory,SEATTLE,Estonian,Franklin.H.Gregory@trashymail.com,773-835-1076,true,true,true,true,true,true,true,true,true,true
7451,EEK,Sonia,Wallace,COLUMBUS,Estonian,Sonia.C.Wallace@mailinator.com,217-338-8149,false,false,false,false,false,false,false,false,false,false
7452,EEK,Connie,Chapman,CLIFTON,Estonian,Connie.D.Chapman@mailinator.com,269-967-8484,true,true,true,true,true,true,true,true,true,true
7453,USD,Mark,Miller,COLEBROOK,Ecuadorean,Mark.S.Miller@trashymail.com,574-203-7028,true,true,true,true,true,true,true,true,true,true
7454,USD,Stephanie,Doran,BROCKTON,Ecuadorean,Stephanie.F.Doran@trashymail.com,806-755-1777,false,false,false,false,false,false,false,false,false,false
7455,USD,Christi,Burton,FREEPORT,Ecuadorean,Christi.D.Burton@mailinator.com,301-589-3109,true,true,true,true,true,true,true,true,true,true
7456,USD,James,Pridmore,ARECIBO,Ecuadorean,James.K.Pridmore@dodgit.com,314-720-4242,false,false,false,false,false,false,false,false,false,false
7457,USD,John,Henderson,HUTTONSVILLE,Ecuadorean,John.M.Henderson@trashymail.com,814-375-3796,true,true,true,true,true,true,true,true,true,true
7458,USD,Mary,Gonzalez,BOXFORD,Ecuadorean,Mary.J.Gonzalez@pookmail.com,503-705-8957,false,false,false,false,false,false,false,false,false,false
7459,USD,Jessica,Holland,SPRUCE PINE,Ecuadorean,Jessica.J.Holland@mailinator.com,870-562-1803,true,true,true,true,true,true,true,true,true,true
7460,USD,Kathleen,Jack,BARRINGTON,Ecuadorean,Kathleen.D.Jack@dodgit.com,334-647-7057,false,false,false,false,false,false,false,false,false,false
7461,USD,Michael,White,RUSSELLVILLE,Ecuadorean,Michael.P.White@trashymail.com,913-596-7394,true,true,true,true,true,true,true,true,true,true
7462,USD,William,Friedman,OAKLAND,Ecuadorean,William.S.Friedman@pookmail.com,401-210-5238,false,false,false,false,false,false,false,false,false,false
7463,USD,Frank,Pieper,BRONX,Ecuadorean,Frank.M.Pieper@pookmail.com,507-266-4677,true,true,true,true,true,true,true,true,true,true
7464,USD,Emil,Moreno,MENLO,Ecuadorean,Emil.P.Moreno@dodgit.com,718-438-0725,false,false,false,false,false,false,false,false,false,false
7465,USD,Jose,Payne,GREENWICH,Ecuadorean,Jose.K.Payne@spambob.com,917-869-3367,true,true,true,true,true,true,true,true,true,true
7466,USD,Dominic,Sanderson,WEST HAVEN,Ecuadorean,Dominic.L.Sanderson@mailinator.com,641-673-4999,false,false,false,false,false,false,false,false,false,false
7467,USD,Lynda,Binion,NORTH FRANKLIN,Ecuadorean,Lynda.S.Binion@spambob.com,570-804-5885,true,true,true,true,true,true,true,true,true,true
7468,USD,Robbin,Dinsmore,VENETIE,Ecuadorean,Robbin.J.Dinsmore@dodgit.com,336-586-6429,false,false,false,false,false,false,false,false,false,false
7469,USD,Ryan,Tucker,EAST PROVIDENCE,Ecuadorean,Ryan.M.Tucker@dodgit.com,508-970-6118,true,true,true,true,true,true,true,true,true,true
7470,USD,Kelly,Rosario,BRUNDIDGE,Ecuadorean,Kelly.P.Rosario@spambob.com,361-563-0732,false,false,false,false,false,false,false,false,false,false
7471,USD,Judith,Thompson,BEACH HAVEN,Ecuadorean,Judith.R.Thompson@mailinator.com,262-953-0643,true,true,true,true,true,true,true,true,true,true
7472,USD,Karin,Reynolds,LAGRANGE,Ecuadorean,Karin.R.Reynolds@pookmail.com,678-499-9901,false,false,false,false,false,false,false,false,false,false
7473,USD,Melanie,Tracy,CHANDLER,Ecuadorean,Melanie.J.Tracy@pookmail.com,636-321-7641,true,true,true,true,true,true,true,true,true,true
7474,USD,Arthur,Dennis,PUEBLO,Ecuadorean,Arthur.C.Dennis@pookmail.com,859-909-8139,false,false,false,false,false,false,false,false,false,false
7475,USD,Virginia,Moreno,DEL RIO,Ecuadorean,Virginia.M.Moreno@pookmail.com,309-886-1271,true,true,true,true,true,true,true,true,true,true
7476,USD,Nicholas,Morgan,CIDRA,Ecuadorean,Nicholas.V.Morgan@pookmail.com,413-737-0505,false,false,false,false,false,false,false,false,false,false
7477,USD,Marjorie,Bjork,LANGDON,Ecuadorean,Marjorie.M.Bjork@mailinator.com,808-424-1901,true,true,true,true,true,true,true,true,true,true
7478,USD,Karyl,Jones,PLANO,Ecuadorean,Karyl.C.Jones@spambob.com,802-295-3996,false,false,false,false,false,false,false,false,false,false
7479,USD,Whitney,Schanz,SHREVEPORT,Ecuadorean,Whitney.J.Schanz@pookmail.com,651-653-6076,true,true,true,true,true,true,true,true,true,true
7480,USD,Theodore,Paddock,COVINGTON,Ecuadorean,Theodore.M.Paddock@dodgit.com,860-461-5506,false,false,false,false,false,false,false,false,false,false
7481,USD,Charles,Socha,LOUISVILLE,Ecuadorean,Charles.R.Socha@pookmail.com,731-235-5006,true,true,true,true,true,true,true,true,true,true
7482,USD,Wayne,Preston,RHINEHART,Ecuadorean,Wayne.S.Preston@mailinator.com,601-528-7741,false,false,false,false,false,false,false,false,false,false
7483,USD,David,Jiles,MESA,Ecuadorean,David.G.Jiles@mailinator.com,510-435-9371,true,true,true,true,true,true,true,true,true,true
7484,USD,Frank,James,FAJARDO,Ecuadorean,Frank.E.James@mailinator.com,724-454-6695,false,false,false,false,false,false,false,false,false,false
7485,USD,Ryan,Walters,LANGDON,Ecuadorean,Ryan.C.Walters@dodgit.com,219-322-9256,true,true,true,true,true,true,true,true,true,true
7486,USD,Alton,Albright,NEWBERRY,Ecuadorean,Alton.S.Albright@pookmail.com,708-388-9670,false,false,false,false,false,false,false,false,false,false
7487,USD,Hermina,Carrillo,CRAGFORD,Ecuadorean,Hermina.J.Carrillo@dodgit.com,301-522-5620,true,true,true,true,true,true,true,true,true,true
7488,USD,Cara,Hillery,DERBY,Ecuadorean,Cara.P.Hillery@dodgit.com,620-279-6231,false,false,false,false,false,false,false,false,false,false
7489,USD,Betty,Combs,KANSAS CITY,Ecuadorean,Betty.K.Combs@spambob.com,630-255-4327,true,true,true,true,true,true,true,true,true,true
7490,USD,Loretta,Woodley,IPAVA,Ecuadorean,Loretta.J.Woodley@dodgit.com,732-864-3107,false,false,false,false,false,false,false,false,false,false
7491,USD,Mark,Rodgers,WOODSTOWN,Ecuadorean,Mark.M.Rodgers@mailinator.com,480-503-1579,true,true,true,true,true,true,true,true,true,true
7492,USD,Melvin,Walsh,PHOENIX,Ecuadorean,Melvin.E.Walsh@mailinator.com,804-734-3641,false,false,false,false,false,false,false,false,false,false
7493,USD,Paul,Murray,AUSTIN,Ecuadorean,Paul.M.Murray@mailinator.com,931-724-7180,true,true,true,true,true,true,true,true,true,true
7494,USD,Gwen,Lynch,HOBBS,Ecuadorean,Gwen.E.Lynch@trashymail.com,614-499-0298,false,false,false,false,false,false,false,false,false,false
7495,USD,Nicole,Snyder,AGENCY,Ecuadorean,Nicole.L.Snyder@spambob.com,727-557-1481,true,true,true,true,true,true,true,true,true,true
7496,USD,Jimmy,Eads,COLFAX,Ecuadorean,Jimmy.B.Eads@dodgit.com,708-484-0210,false,false,false,false,false,false,false,false,false,false
7497,DZD,Sandra,Dodson,GRAND RAPIDS,Algerian,Sandra.R.Dodson@spambob.com,509-452-8871,true,true,true,true,true,true,true,true,true,true
7498,DZD,Louis,Oyola,TAMPA,Algerian,Louis.L.Oyola@mailinator.com,734-542-9156,false,false,false,false,false,false,false,false,false,false
7499,DZD,Matthew,Brown,PASSAIC,Algerian,Matthew.A.Brown@spambob.com,415-258-4672,true,true,true,true,true,true,true,true,true,true
7500,DZD,Carmen,Cunningham,WILLIS,Algerian,Carmen.L.Cunningham@pookmail.com,952-470-4992,false,false,false,false,false,false,false,false,false,false
7501,DZD,Tara,Snyder,SAN ANTONIO,Algerian,Tara.D.Snyder@spambob.com,207-398-2766,true,true,true,true,true,true,true,true,true,true
7502,DZD,Donald,Davis,CAROLINA,Algerian,Donald.W.Davis@dodgit.com,940-368-4937,false,false,false,false,false,false,false,false,false,false
7503,DZD,Irene,Timms,ATCO,Algerian,Irene.M.Timms@pookmail.com,858-875-7315,true,true,true,true,true,true,true,true,true,true
7504,DZD,Sharon,Sims,NEW YORK,Algerian,Sharon.J.Sims@mailinator.com,402-764-0731,false,false,false,false,false,false,false,false,false,false
7505,DZD,Gregory,Williamson,CHESTER,Algerian,Gregory.M.Williamson@dodgit.com,740-357-0470,true,true,true,true,true,true,true,true,true,true
7506,DZD,Dawn,Meyer,NEW CITY,Algerian,Dawn.R.Meyer@trashymail.com,619-377-2585,false,false,false,false,false,false,false,false,false,false
7507,DZD,Shayne,Yazzie,ASHVILLE,Algerian,Shayne.A.Yazzie@mailinator.com,973-567-5015,true,true,true,true,true,true,true,true,true,true
7508,DZD,Jeremy,Wilson,MAYAGUEZ,Algerian,Jeremy.F.Wilson@mailinator.com,330-374-7812,false,false,false,false,false,false,false,false,false,false
7509,DZD,Sylvia,Dyer,YORKTOWN HEIGHTS,Algerian,Sylvia.J.Dyer@dodgit.com,701-344-5010,true,true,true,true,true,true,true,true,true,true
7510,DZD,Sarah,Duvall,HAMDEN,Algerian,Sarah.W.Duvall@dodgit.com,503-637-8821,false,false,false,false,false,false,false,false,false,false
7511,DZD,Mary,Evanoff,TAMPA,Algerian,Mary.G.Evanoff@pookmail.com,919-239-1260,true,true,true,true,true,true,true,true,true,true
7512,DZD,Claire,Gass,PROVO,Algerian,Claire.B.Gass@dodgit.com,650-465-4675,false,false,false,false,false,false,false,false,false,false
7513,DZD,Harley,Bates,BELLWOOD,Algerian,Harley.H.Bates@spambob.com,563-349-7328,true,true,true,true,true,true,true,true,true,true
7514,DZD,Patricia,Yow,HILLSBOROUGH,Algerian,Patricia.A.Yow@trashymail.com,812-382-1046,false,false,false,false,false,false,false,false,false,false
7515,DZD,May,Obregon,SOUTH PORTLAND,Algerian,May.J.Obregon@mailinator.com,201-833-0802,true,true,true,true,true,true,true,true,true,true
7516,DZD,Christine,Erickson,FINCASTLE,Algerian,Christine.T.Erickson@spambob.com,925-815-6037,false,false,false,false,false,false,false,false,false,false
7517,DZD,Justin,Worthington,EASTON,Algerian,Justin.E.Worthington@mailinator.com,641-579-4258,true,true,true,true,true,true,true,true,true,true
7518,DZD,Allen,Rosas,HORTON,Algerian,Allen.L.Rosas@spambob.com,267-948-5231,false,false,false,false,false,false,false,false,false,false
7519,DZD,Roberta,Vasquez,NORFOLK,Algerian,Roberta.B.Vasquez@mailinator.com,513-528-6180,true,true,true,true,true,true,true,true,true,true
7520,DZD,Jonathan,Wise,WHITE PLAINS,Algerian,Jonathan.M.Wise@trashymail.com,434-426-9777,false,false,false,false,false,false,false,false,false,false
7521,DZD,Kelly,Crosby,COATESVILLE,Algerian,Kelly.E.Crosby@trashymail.com,270-746-8107,true,true,true,true,true,true,true,true,true,true
7522,DZD,Nancy,Degarmo,GABBS,Algerian,Nancy.C.Degarmo@trashymail.com,740-240-4252,false,false,false,false,false,false,false,false,false,false
7523,DZD,Walter,Martinez,BRIERFIELD,Algerian,Walter.S.Martinez@trashymail.com,478-289-7363,true,true,true,true,true,true,true,true,true,true
7524,DZD,Jennifer,Alexander,RUTHERFORDTON,Algerian,Jennifer.D.Alexander@trashymail.com,484-671-5543,false,false,false,false,false,false,false,false,false,false
7525,DZD,Kurtis,Long,JEFFERSON,Algerian,Kurtis.D.Long@pookmail.com,586-773-7904,true,true,true,true,true,true,true,true,true,true
7526,DZD,Timothy,Mcclain,RUMFORD,Algerian,Timothy.D.Mcclain@spambob.com,925-862-9306,false,false,false,false,false,false,false,false,false,false
7527,DZD,Gail,Fields,HORTON,Algerian,Gail.D.Fields@mailinator.com,978-628-4802,true,true,true,true,true,true,true,true,true,true
7528,DZD,Patricia,Buckley,MILLRY,Algerian,Patricia.J.Buckley@spambob.com,541-454-4685,false,false,false,false,false,false,false,false,false,false
7529,DZD,Samuel,Larson,BELLE RIVE,Algerian,Samuel.K.Larson@trashymail.com,815-726-4993,true,true,true,true,true,true,true,true,true,true
7530,DZD,Gregory,Landreth,PHOENIX,Algerian,Gregory.H.Landreth@spambob.com,512-281-0343,false,false,false,false,false,false,false,false,false,false
7531,DZD,Norma,Aragon,JACKSONS GAP,Algerian,Norma.J.Aragon@trashymail.com,507-549-0496,true,true,true,true,true,true,true,true,true,true
7532,DZD,Cynthia,Hulsey,AGUADA,Algerian,Cynthia.W.Hulsey@mailinator.com,601-641-5110,false,false,false,false,false,false,false,false,false,false
7533,DZD,Julie,Boozer,SOCORRO,Algerian,Julie.C.Boozer@dodgit.com,409-765-9272,true,true,true,true,true,true,true,true,true,true
7534,DZD,Frances,Merritt,TOMAHAWK,Algerian,Frances.R.Merritt@spambob.com,509-341-1745,false,false,false,false,false,false,false,false,false,false
7535,DZD,Raymond,Summerfield,FLAXTON,Algerian,Raymond.R.Summerfield@spambob.com,334-628-3236,true,true,true,true,true,true,true,true,true,true
